Tweets,"Is_Conspiracy (0=No, 1=Yes)"
"#Chinese #doctor #LiWenliang has died. He first warned about #coronavirus. Initially, #Wuhan police tried to silence him. He was told to sign a letter accusing him of ""making false comments"" that had ""severely disturbed public order"".Local authorities later apologised to Dr Li. https://t.co/Wko0lffBUs",0
"#coronavirus Increase your knowledge 🤣😁
1) study molecoral biology of the cell

easy..... but 1400 pages https://t.co/fPT6FnmTpn",0
"Breaking: #LiWenliang,the Chinese doctor who sounded the alarm over the #Coronavirus has died of the disease,the hospital confirms. 🇨🇳 https://t.co/SF1SADSvkw",0
"Please, please share. This is important.
#coronavirus

https://t.co/8jr3JZghnQ",0
"#Coronavirus a part of the Georgia Guidestones? Well planed? Or just Chines eating bats? 

 https://t.co/mSBK63PaSP",0
"@xuxibai RIP. Thanks Doctor #LiWenliang for telling the truth at the beginning. Because of censorship in #CCP , when you tell the truth to help Chinese escaping from #coronavirus, #CCP and the people in Mainland China will only treat you as 'whistleblower' without any respect. https://t.co/T6fIxNldfc",1
#BreakingNews #urgent China to place infected residents in #Wuhan into quarantine camps. As we predicted is true. They were not building HOSPITALS! This explains the mandatory temperature checks being reported. #coronavirus https://t.co/AdiDp3MYl5,1
"LIVE on #Periscope: #HeartGang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #MittRomneyAmericanHero #coronavirus #WinterWatch #Follow 🌇

https://t.co/C0cXBV1Sal",0
"#XiJinping's ""Despicable"" &amp; ""Shamful"" #CCP thrashes about trying to blame everyone but itself for the #Wuhan #coronavirus/#pneumonia/#WARS outbreak threatening #China &amp;  the world all because it wanted to cover it up while having a #CPC conference to stroke its ego.
#HK #WHO #US https://t.co/JKBmyadMGD",1
"""Coronavirus Outbreak Strains Global Medical-Mask Market""
https://t.co/625iKzpJIR @DirectRelief @austenhufford @_melaevans #coronavirus #Wuhan",0
Conflicting #reports over fate of #coronavirus #Whistleblower #Doctor in #China  https://t.co/R28oQAd1GS,0
If this is a thing now can I get Nana Furious to go to work for me tomorrow? She’d be as rubbish at the job as I am. https://t.co/Ly1yCYN150,0
HAHAHA Pretty soon the #Democrats are going to be convinced by the Russians that this is legit! The next impeachment hearing will be about #Coronavirus https://t.co/iZQMiudc6U,0
What the fuck https://t.co/63jRNWnKGj,0
What % of revenues does @Apple earns from #China? Because I assume you might already know that they closed all their stores. https://t.co/8RhsC4dp4n $AAPL #Apple #iPhone11Pro #China #Coronavirus $ES_F,0
"#Wuhan #coronavirus #CoronavirusOutbreak #CoronaVirusCanada #CHINA 

I AM DEVASTATED FOR THIS YOUNG DOCTOR SADLY PASSING AWAY. MY CONDOLENCES TO HIS LOVED ONES. THIS GUY DIED A HERO TO THIS WORLD AND WILL SADLY BE MISSED BY US ALL. MAY YOUR SOUL REST IN PEACE OUR FRIEND https://t.co/WELycQ5dTG",0
“...didn’t acquire this in the UK...” I wonder if the Gov. wants to raise the toll of deaths by #corononavirus why don’t we ban flights? This is some serious virus and currently 564ppl died from it! Including the Dr who warned us about it?! #coronoviruswuhan https://t.co/VNKRWLwaYi,0
Wuhan: the city under #coronavirus lockdown https://t.co/1aFzzG6Es5 via @SCMPNews #Wuhan,0
"#China:
#coronavirus, more victims.
#CoronavirusOutbreak #nCoV2019 #ChinaCoronaVirus  #Corona https://t.co/VF2xwApqxt",0
People in Weibo China call for Transparency🤨🦠#2019coronavirus #coronavirus #2019nCoV #2019n_CoV #CoronaOutbreak #VIRUS_CORONA #virusoutbreak #ncov2019 #chinaoutbreak #ChinaPneumonia #china https://t.co/xxrl2IuI0n,0
#CruiseShips #Quarantined Near #Japan And #HongKong Over #Coronavirus Fears https://t.co/eU17P5Eda6,0
"*The Gates Foundation Promises $100 Million to Fight the #Coronavirus Outbreak

(Washington Post) -- The Bill and Melinda Gates Foundation announced Wednesday a new commitment of $100 million toward the global response to the coronavirus epidemic.",0
"""Sometimes with outbreaks we look at the incubation period and we double it"" - Infectious Diseases expert Sanjaya Senanayake speaking to @Sunrise about coronavirus. https://t.co/dqespsKM4D #coronavirus #7NEWS https://t.co/79nFUXNhUi",0
"Information about the #coronavirus outbreak is still emerging (and evolving), but here’s a basic guide about what the virus is and how it might affect humans: https://t.co/32JWTD6KSq",0
The coronavirus could make our interest rates fall. #coronavirus #realestate https://t.co/jx2SIvJveJ https://t.co/UVQ13LCrAY,0
What the hell is going on. This is far more serious than we are being told. https://t.co/BQxFvzmKiQ,0
"MANILA, Philippines — Six Filipinos might be carriers of the 2019 novel coronavirus acute respiratory disease as they have exhibited symptoms of the virus.

#CoronaOutbreak
#CoronaVirusOutbreak
#CoronaVirus
#CoronaVirusPH
#Philippines

https://t.co/QiuOgVe6st",0
"ANTI-VIRAL SPICES – HOW MYANMAR UNKNOWINGLY RECOMMENDED CANNABINOIDS FOR #CORONAVIRUS.

https://t.co/qjtltFKRwN",0
@RealKevinFett It's gonna be hard to tell the seasonal flu and #Coronavirus. The seasonal flu is running around the southeast pretty hard.  I fear they will bleed together and we will dismiss 1st clustered outbreaks.,0
"do you mean the rebels who are TEMPORARILY occupying the legal territories of the republic of china?
https://t.co/g1GbkxICM7",0
"#Coronavirus Jitters Rattle Businesses, Industries, Organizations — 2020 Olympics, Airlines Included #cdnpoli  https://t.co/bAQomoEdna",0
We deserve the truth. https://t.co/PRNnmYjCYY,0
"2017-18 Influenza season (CDC data): 48.8 million illness, 959,000 hospitalizations, 79,400 deaths. Wuhan #coronavirus as of today: 28,379 illness (3,863 in critical condition), 566 deaths, 1,431 recovered. https://t.co/W3QGLIhkVV #concerned",0
"The Redwood City startup scored $75 million, just a few months after raising $90 million, with an eye towards helping track the #coronavirus. #venturecapital #SiliconValley #startups https://t.co/2pcsLn3UvI",0
"I was quoted in the @nytimes on #meme culture

The article has some great #tips for parents on how to discuss #SocialMedia with their kids on topics like the #coronavirus and other Internet rumors like #WWIIl 

https://t.co/LxSdgOZTUq",0
"BOOM - #China's communist regime round up infected people in Wuhan for mass Quarantine Camps 🧐

#Wuhan: It is actually not clear if the authorities would be able to provide basic care due to the #coronavirus outbreak. 

#nCoV2019 #WHO 
#WuhanCoronavius #CoronavirusOutbreak https://t.co/JQwWNJKsol",1
“Based on what I know Chinese scholars are examining retaliatory measures to win this trade war: 2019nCov” #tradewar #tradedeal #MAGA #coronavirus #saidnoone,0
DLT Goes Viral as Live Coronavirus Tracking Spreads to the Blockchain https://t.co/jM0c06Zty0 #Blockchain #coronavirus https://t.co/UWJ8Ni7s1P,0
A nurse in Wuhan quarantined herself at home so other patients can access medical care. https://t.co/0ztVkHuMBi,0
To watch: keeping #normality going – which should ultimately be something unremarkable – is fast becoming an aspiration once again for both corporations and countries; humanity risks setting its sights a bit too low #coronavirus https://t.co/OT2U70DvmC,0
"A good graph to put #2019nCoV in perspective. 

#coronavirus @ifrc https://t.co/JmyGniV7UF",0
When she say get your shit and leave.. you know the first thing in taking 😊 #ps5 #ps4 #hookah #tmnt #gamer#clubbing #coronavirus #eminem #farewell #howwedo #howwedogaming #gamergirl #gamerguy #teamdominican… https://t.co/AGfOPR1AtZ,0
He is feeling blissful after drinking the elixir. https://t.co/KsTvXSkDMe,0
Words of wisdom from @DenisonLab #remdesivir @Baric_Lab #nCoV2019 https://t.co/qiB5nnz4ee,0
"#Coronavirus deaths reach 563, with fresh cases on stricken cruise ship off #Japan https://t.co/It0GRyA9ow  #CoronaVirusOutbreak",0
I am publishing my #coronavirus piece with an outlet I have long admired and wanted to work with--psyched about it!,0
"I'm sorry to all the people I was ""scaring"" a month ago... 🙄😷😂 This corona virus is so freaking real... Hopefully people get it, and don't get it. Ha https://t.co/XETz2ZU7mF",0
"I’m organizing an event next week &amp; a company has pulled out because, they are “on lockdown because of #Coronavirus “ - this means no staff traveling to external meetings or visitors. Everything through Skype thingy.
A bit previous, no?
Sensible precautions?
Or cost cutting? 🤔 https://t.co/YWZJprncT5",0
@DrEricDing By definintion it's already a pandemic #coronavirus,0
Coronavirus Outbreak: A man was found dead on an empty Wuhan street amid coronavirus outbreak... #China #Wuhan #Coronavirus #Coronarvirus #ChinaVirus #WuhanCoronavirus #CoronavirusChina #CoronoaVirus #CoronaOutbreak  #ChinaCoronaVirus  https://t.co/wk1u0DEXoT,0
"Around the world people are concerned about the novel #coronavirus that started in Wuhan, China. Don't panic! Follow these tips from the U.S. CDC to help you stay healthy! https://t.co/uJ8lIjuJdl",0
Eat a dick https://t.co/YpUpoCJOX8,0
KETO BLOOD WORK | WHAT THE DOCTOR TOLD ME.. | #Health | #coronavirus | #AsianNetWalking https://t.co/QLDYUKWZTZ https://t.co/taoJh3jApq,0
He was punished to leak tht china is making bio weapon. 🤔 https://t.co/Sl0poETnKp,1
"Blanketing a city with an experimental chemical that catalyzes the disintegration of the protein hull of Viruses.

I see absolutely nothing that can go wrong here. https://t.co/aCEbWwXWna",0
"@OCDrises @PhyIis This doesn't seem like a weapon to me: too contagious, not deadly enough. If you used it in war, you'd infect your own troops as much as the enemy's

Personally I think #coronavirus was a lab accident - probably created while doing  #SARS vaccine research",0
"Help me make sense of this guy's motivations ... because this is very, very odd.  #Coronavirus https://t.co/7z5OWAjD8v",0
"@Athancolorado I will be VERY glad if I'm wrong and this virus doesn't spread throughout  the world. But the signs are not good. What is happening in China, with frenzied, battering-ram efforts to contain #coronavirus, is unprecedented.",0
#coronavirus Italia https://t.co/B0twU7zRxv,0
"LIVE on #Periscope: #HeartGang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #MittRomneyAmericanHero #coronavirus #WinterWatch #Follow 🏛

https://t.co/C0cXBV1Sal",0
The latest Serious Adverse Events Daily! https://t.co/J41KmBxwAa Thanks to @medpagetoday #ncov2019 #coronavirus,0
Chinese he must be corona infected. https://t.co/6ZzhX0ETqd,0
Truth. https://t.co/DMLgj6wznt,0
Inside the #coronavirus quarantine site near #NorthBend #komonews  https://t.co/XXAbeI1hxI,0
Chinese government are thinking of execution of all #coronavirus infected patients .,0
"Tencent may have accidentally leaked real dat... | Taiwan News 2/5/20 #Coronavirus  
  154K infected 25K deaths https://t.co/fSjYln6gbB",0
"In early Radio News on @abcnews: A 15th case of #coronavirus confirmed in Australia, Pilbara schools closed as the region prepares for #CycloneDamien &amp; former foreign minister @HonJulieBishop calls for a review of Australia's #emissions reduction targets. #auspol #wanews https://t.co/wM63xz2f1A",0
The Corona virus feeds off sugars within the body. Go keto and desist from consuming carbohydrates to help kill off the virus. Eat anti viral foods too. https://t.co/1BNPsheIGL,0
"Yeah, great,*insert sarcasm* humanity. 😑😑. So, how would u feel if this happens in PH? Can you still insist on your notion of compassion and humanity?

#altercebu https://t.co/U81DsSqQAK",0
"@ZaraHatKay_Dawn ,Mr Khoro recommend this for your viewers instd of cow piss https://t.co/mqGHkRVSXv",0
@jenniferatntd @TonyBrunt Not a good idea to do organ harvesting on patients with 2019-nCoV (novel coronavirus). Chinese doctors/hospitals would know this. #coronavirus,0
"@10DowningStreet @cabinetofficeuk @foreignoffice @ukhomeoffice @MoJGovUK @MayorofLondon @ChineseEmbinUK 

Since the Corinavirus outbreak 500,000 British people of Chinese origin have suffered unprecedented increase of racial prejudice on daily basis. Please help them, thank you. https://t.co/kQVEtZR0Cj",
"@still_a_nerd I believe that what we are seeing in the deep south is the #Coronavirus. Too many perfectly healthy people between the ages of 20-30 are dropping dead in a matter of a week.

The common flu doesn't kill like this.

I think the Feds are burying the Pandemic in the ""Flu""",
"A study out of the University of Hong Kong predicts that on February 1st, the number of people infected by the #coronavirus is 150,000, almost identical to the numbers released by Tencent on February 1st. That places today's numbers an estimated 300,000
https://t.co/CfgxUTUvms https://t.co/uIiQ41Gc2y",0
Bannon on #coronavirus: The heroism of the medical profession in China is something that the whole world should stand in awe of.,0
This is much bigger than we know! #coronoavirus 👇👇👇 https://t.co/NSPmppZPBG,1
Ironic coming from someone who supports trump’s lies. Do we trust trump to give us accurate info?@CNN https://t.co/SAR70CGDgR,1
"The latest news stories from ""The Franek Backup: News in our lives!"" https://t.co/OpnqoqS0TD Thanks to @thermosci @EquipNet #endcancer #coronavirus",0
"#Coronavirus: first British national confirmed with disease 'travelled back from Singapore': Guardian https://t.co/KHZ7TDOZp0 #WuhanCoronavirus

MORE w/ EcoSearch - news: https://t.co/KvbOtICgHr web: https://t.co/jWmCWgThOB",0
A report says that four people from Wisconsin are the newest group of individuals to be tested for #coronavirus. https://t.co/6YwqfJSYjf,0
"@10DowningStreet @cabinetofficeuk @foreignoffice @ukhomeoffice @MoJGovUK @MayorofLondon @ChineseEmbinUK 

Since the Corinavirus outbreak 500,000 British people of Chinese origin have suffered unprecedented increase of racial prejudice on daily basis. Please help them, thank you. https://t.co/Kxr72BOz5K",0
"Hey peeps, I would have been here sooner but I spent the morning gathering as much info as I possibly could on Camp Ashland to [hopefully] alleviate any concerns #Nebraska may have about our impending #Wuhan guests.

#coronavirus",0
"It's official now hospital at #Wuhan has released this statement 
#coronavirus #coronaOutbreak https://t.co/HXSIBFQ8L0",0
"PANDEMIC LIKELY

THIS IS WHY I TWEET ON THE CORONAVIRUS

BLACK DEATH WIPED OUT 69% OF EUROPE
1918 FLU KILLED 50 MILLION

@ScottGottliebMD 
FORMER HEAD OF FDA
GOOD EXPERT TO FOLLOW https://t.co/c9wySSvHkD",0
"The Lies We Are Being Told About The #Coronavirus 

The disinformation campaign seems designed to hide the true source of the virus, but also to keep the masses lethargic and inactive...

https://t.co/4OFa7V4oOa

#Breakingnews #China",1
"This is Camp Ashland.   It's about 30 mins outside of Omaha or a very short helo ride, should need be.   It's sprawling, &amp; used for training by the National Guard, the JROTC &amp; Nebraskas own USAR Task Forces.

#Nebraska #Wuhan #coronavirus https://t.co/qRncr5mNhw",0
#China pumps billions into #economy as #coronavirus hits https://t.co/MGUr1paCDq #TechJunkieInvest https://t.co/W5Z5AohcQh,0
"Tens of millions of people forcibly confined to their homes. Entire cities closed down. Chinese government actions seem to be out of proportion to the few hundred reported deaths. It makes you wonder what the real numbers are.

#coronavirus https://t.co/jkVVXVPXw2",1
"Nothing to see, folks. It’s equivalent to the flu. 😡😡😡😡
#CoronavirusWho #CoronarvirusOutbreak #coronavirus #Wuhan #Pandemic #Coronaviruscoverup #iowacaucases #Iowa2020 #StateOfTheUnionAddress #Trump2020 
#nCoV19 
#bioweapon #biowarfare https://t.co/LMOE0kL4fm",0
"It's also made up of a multitude of barracks so it's ideal for keeping people away from one another.    As of right now approx. 70 guests along with around 70 medical staff will all be staying here.

#Nebraska #Wuhan #coronavirus https://t.co/Cj8LGIiJs5",0
Omg it’s like a zombie apocalypse! Really sad tbh... it’s spreading fast... I’m reconsidering my plan of going to Heathrow next week... 😐 https://t.co/VYx5Yl1IwG,0
"These are rooms the guests will have.   Each comes with a mini fridge, a microwave, a small coffee pot, flat screen TV, internet connection and a large window.

#Nebraska #Wuhan #coronavirus #CampAshland https://t.co/jLXBIUDour",0
"Is it possible that 
#coronavirus  is only affecting asians? I have yet to see any non asian cases.",0
#CoronaVirus🦠Update  https://t.co/VSP2c5OGDT https://t.co/VbDKpwmYKL,0
A friend who is in the know on such things advises on #coronavirus preparedness in America. Supply chain issues can arise even if a #CoronaOutbreak never unfolds on US soil. https://t.co/HCs959jJhT,0
"Face Mask Injuries: 
All heros, Medical workers at the frontline of #WuhanCoronavius  I do not care your political affiliations, these nurses are heroes. https://t.co/kq4geGvgnf",0
"Tell us there's cure instead....

I said on behalf of others https://t.co/tIj3wzA1K2",0
"We’ve been saying this for a week now “As major companies back out and others quarantine their own staff, #coronavirus could still topple one of the world's largest technology trade shows”, The other question is, is it safe for everyone else in Barcelona to hold #MWC2020  ? https://t.co/YYjRERmiZP",0
"$CODX: Co-Diagnostics, Inc. Announces Launch of Test for New #Coronavirus https://t.co/z1DkS75fq4",0
"Like I said....it may not be a luxury hotel, but it will be comfortable &amp; quiet which is what they need after this terrifying &amp; exhausting journey they've been thru.   

#Nebraska #Wuhan #coronavirus #CampAshland https://t.co/xvjVskhu4O",0
"So why did the DoD pick here in #Nebraska?   Logistics.   Unbeknownst to most of the world [or country] we have 1 of the top biocontainment units in the United States at UNMC.   

#Wuhan #coronavirus #CampAshland",0
"@HouseForeignGOP @RepMcCaul The #coronavirus could be a political disease. #WuhanP4Lab 
https://t.co/r2guHPkI15 https://t.co/w4Zq36G70K",1
"When the Ebola outbreak occurred 5-6-7? yrs ago.   Most were sent to UNMC, including the Dr who contracted it from the 1st patient.   And because of their skill &amp; expertise, they were all saved and returned to their loved ones.

#Nebraska #Wuhan #coronavirus #CampAshland",0
"@TGEServerMGMT This says otherwise &amp; that the doctor is still alive, thank God. https://t.co/XMYmyuHQNP #CoronaVirus #CoronaVirusUpdate",0
@DrTomFrieden @nCoVirusUpdates Protect yourself from the Corona Virus with these safety tips https://t.co/CwrivuW9Zr #Coronavirus #coronaviruschina #wuhan #CoronavirusOutbreak,0
"Here's a photo of one of the rooms in our bio containment unit.   By helo, it's just a few mins ride to the landing pad at UNMC, should any of our guests begin to display symptoms they'll be brought here immediately. 

#Nebraska #Wuhan #coronavirus #CampAshland https://t.co/8nJ2UraBCc",0
Listen to #GWSPH expert Christopher Mores discuss #coronavirus in a new podcast👇👇👇👇 https://t.co/XENiIcXDmL,0
"And this is the Fire Chief from Ashland &amp; Dr. Rupp who heads the Bio Containment Unit.   They both did brief interviews yesterday to explain the protocol &amp; procedures that are now in place here in #NE....  

https://t.co/os5rnjtDTn

#Nebraska #Wuhan #coronavirus #CampAshland",0
"Any death is sad, but I can’t remember feeling as moved as when I heard the news of Li Wenliang’s death. How unimportant our jobs seem when you think of the sacrifice a medical professional may make. Truly a hero. #LiWenliang #coronavirus",0
"#VIDEO: Women in China intentionality trying to spread the coronavirus by coughing &amp; spitting it looks to be.

. #coronavirus #coronavirusoutbreak #wuhan #coronaviruswuhan #wuhanflu https://t.co/57pJ4ma2UF",0
"#China Confirms 70 New Deaths, Raising Global Total To 562, As 10 More Cases Confirmed Aboard 'Diamond Princess'

https://t.co/x0xqMtB2M4

#Coronavirus",0
@bbcdoctorwho Having a white person criticise an Asian person for arrogantly spreading diseases was not a good look. #CoronaVirus Doctor Who's colonialist mentality lives on.,0
GT Voice: The #coronavirus does pose an unprecedented dilemma for #China’s manufacturing sector due to its need for on-site work. The decision to resume work must be made based on local conditions and the conditions of individual companies.   https://t.co/Yk0mrcxSqc,0
"#CORONAVIRUS 
person infected in 15 minutes

https://t.co/Eo6OQM7Xu0",0
Okay even I'm cynical abt that one.. https://t.co/JUjOWW8V7x,0
"Police in #Iran have detained a man for allegedly making a fake video of a #coronavirus patient being transported to hospital
https://t.co/WHu5xEXUfZ",0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus https://t.co/FEK22OjyoW #whistleblower #coronavirus #China #DrLiWenliang,0
More #coronavirus ? https://t.co/l5zaGuK8OH,0
Loony https://t.co/nRuPUxVd2g,0
Racist and xenophobic attacks against Asians around the world have significantly increased in the wake of the #coronavirus outbreak. The current flu season in the U.S. has been magnitudes worse and has claimed far more lives. There’s no excuse for this behavior.,0
"So where in Europe did they fly, can we all know please. #coronavirus Read the article.. https://t.co/RYO9WUueS1",0
"Today, in #smartphone news -

⁦@Qualcomm⁩ announces production soon-down related to #coronavirus outbreak. I imagine this is one way to prevent the spread of #5G... via ⁦@business⁩  https://t.co/coYrotPmdY",0
"But,  everyone.  Still  like. To    know.  What trump.  Secret   meeting was.  About   in.  China  in.  2017 ~ trump. . behind   it.  All
#coronavirus https://t.co/1qpnHEkKWR",1
"But @washingtonpost told me to get a Grippe

Told me the seasonal flu is what I should worry about, not the coronavirus. 

#coronavirus
#coronavirusoutbreak https://t.co/TbyfvLC0fG",0
Deeply mourn one we tried to shut up early on #RIP https://t.co/oNby0iB1lQ,0
"Is #coronavirus really a reason for stocks to drop?

https://t.co/hbo39buvan",0
Damn! Grandma at #CoronaVirus quarantine center PISSED. Wonder why... 🤔 https://t.co/MxUfMly8VW,0
#BreakingNews check out the pictures in this article! These are definitely the quarantine prison camps in #wuhan to forcefully put #coronavirus victims in.  https://t.co/TOwe0O9V0W via @WSJ,1
"Coronavirus could push mortgage rates to all-time lows
Investors flee to safe haven of bonds after coronavirus tally zooms past SARS #interesrates #mortgages #realestate #housing #mortgagerates #coronavirus #bonds #economy #china  https://t.co/8PVaGVoAAJ https://t.co/BmU96ixhB9",0
"@FoxNews can not be trusted to report on anything against the ESTABLISHED ESTABLISHMENT ORDERS! (WORLD HEALTH)IF THERE IS SOMEONE WITH A LOT OF POWER LYING TO US, FOX NEWS BELIEVES IT. NO QUESTIONS ASKED. #CoronaVirusCanada #corononavirus #CoronaOutbreak #CoronaVirus   #MAGA",0
"Two cruise ships quarantined in Asia (Hong-Kong &amp; Japan) amid #CoronavirusOutbreak outbreak, stranding more than 7,000 

https://t.co/wGw23tLcje  #Coronavirus",0
"US Q1 GDP growth predictions by JPM reduced by 33% on basis of weaker US Exports to China.
#coronavirus https://t.co/6hfztgKl3U",0
"“The whole world is looking at #Australia and seeing again that people are being #incarcerated on #ChristmasIsland. It’s a #hysterical response, and it’s going to be ruinous to our #tourist industry.” #coronavirus #australia #racismitstopswithme https://t.co/vIN1Eif8Zp",0
"Li Wenliang, a doctor who tried to warn others about the Wuhan coronavirus died from the virus
  #coronavirus https://t.co/qCKWrDw3mb https://t.co/k0WWdzdagZ",0
"@KatiePrice fears she has coronavirus after Thailand trip @TheSun says. #coronavirus #coronavirusthailand 
https://t.co/N13rYh9CJS",0
#Coronavirus: What you #Must #Know about self-quarantine) https://t.co/9I2889ITRO #Selfquarantine,0
@BrianKolfage Protect yourself from the Corona Virus with these safety tips https://t.co/CwrivuW9Zr #Coronavirus #coronaviruschina #wuhan #CoronavirusOutbreak,0
"DRONES' — the government in #China is now using drones to spray the population with disinfectant agent as the deaths of #Coronavirus keep rising:

#CoronavirusOutbreak | #WuhanOutbreak https://t.co/tGSchvFf2W",0
Unbelievable [Rap Song] Ft. Ozzy Osbourne And Extended Will Smith Remix ft. Ariana Grande on MWM1Tr8 | #Health | #coronavirus | #AsianNetWalking https://t.co/AqwTNCC0XR https://t.co/COlZ85EgJd,0
"@SenTomCotton Good progress. @United has FINALLY stopped transporting passengers from China (PEK) into my backyard

But @flySFO @cdcgov are STILL accepting an Air China 747 EVERY DAMN DAY

@GavinNewsom @SpeakerPelosi @KamalaHarris @SenFeinstein are MIA

Please help us! https://t.co/Q7ulppAut4 https://t.co/m0ucIR38oH",0
"@DrDavidKatz warns about the abuse of #facts and the corruption of #information. 

Here is a good article about just that: https://t.co/SwyQYEjrhU https://t.co/YV7HWFbEE6",0
Sad news... RIP... You'll be remembered!! 😰😰#coronavirus #coronavirusoutbreak https://t.co/uyPnJMH7yF,0
come on #BBC #News watch Dr John Campbell from uk he doing us proud please put your reseaserchers onto him and get him on telly #coronavirus https://t.co/iUSIloMDXa,0
I’ve been following this journalist though his travels in Wuhan. He appears to be missing for several hours. #coronavirus #qiushi @chenqiushi404. He’s already been visited by police for his videos and has been one of the most transparent reports out of China. Prayers for safety! https://t.co/NiVRDSJnUx,1
"@1twittafae @Mimi4AU But even after that, did the staff take full precautions? For all we know officially, he could have  been sent home while they awaited test results. We need to be told what happened from Sunday to Thursday #coronavirus.",0
"UPDATE: After initial uncertainty it has now sadly been confirmed Chinese doctor #LiWenliang -silenced by police after attempting to raise alarm about #coronavirus - has died after contracting the illness whilst treating patients at Wuhan Central Hospital
h/t @globaltimesnews https://t.co/kF4VQDMJ8Z",1
"@rickgladstone He didn't just TRY, he did and was the first to warn the world of #coronavirus thank goodness.  Shame on China for trying to silence him, threatening him.",1
@jenniferatntd For some reazon i believe more on @jenniferatntd that in the news because she have evidence on all about the #coronavirus . Thanks for sharing.,0
Indonesia set to ban live animal imports from China as #coronavirus fears grow https://t.co/wygvf9ozTm,0
I gotta say it is ALREADY a PANDEMIC NOW https://t.co/LhsWUCiKta,0
From the former director of the CDC #coronavirus https://t.co/iykKAOsxfK,0
There is no excuse for racism ever https://t.co/IxsNasybc3,0
"@Jkylebass @StephenBannon @robert_spalding @BillGertz @MischaEDM @ding_gang @maryann_3040 @JanJekielek @scoopercooper @michaeljohns @ajphelo @BaldingsWorld @BenKTallmadge @BRICBreaker @BethanyAllenEbr @WarrenPlatts @DanRDimicco @briangobosox @IanHFletch @JackPosobiec @abresler @ChetNagle @GordonGChang @JohnHemmings2 @SariArhoHavren @AMFChina @mrbcyber @anderscorr @Iran @NorthKorea @realDonaldTrump @MauraMoynihan1 This man in #Wuhan filmed corpses of #coronavirus victims. Then the police broke into his home.
https://t.co/CRIGZ40iiA",0
mommy daddy nsfw nudes rt like kpop gc promo rp nsfw twitter reply comment loyal list loyalies fl smut 18+ feet bdsm bts ego gg stans ariana grande furry hot follow trick hoseok #coronavirus fancam views ffs big hit coronavirus flu hobi noah big dick https://t.co/OZPfF4KXeV,0
I wouldn't be surprised if #Cheltenham was called off due to #Coronavirus. Any odds @Paddypower?,0
"I'm not sure who needs to hear this, but if you're a professor and teach students from the PRC, be a human and reach out to see how they're doing. Many students anxious and sad about #coronavirus, and also facing a lot of racist nonsense on campus and online. #AcademicTwitter",0
"There Is Something Very Strange In The Latest Chinese Official #Coronavirus Numbers

This doesn't make sense.

https://t.co/KGrQ5t1uii

#BreakingNews #China",0
"@Leo71632868 @Diabro18 @RenovaMidia Leaked video: Inside the newly built  #Fangcang hospital in #Wuhan to quarantine #coronavirus patients. No washrooms, no doctors(in three days), no one takes care of things. Later comers sleep on floor #CoronavirusOutbreak #WuhanCoronavirus  https://t.co/IivB5GA00i",0
I am so sad. They need help https://t.co/Nk9ZR2jynY,0
"@HolidayLouvre @strawberycitron @Troyyxyavision @Jovanowsky Mind your language.
Don't  spread #coronavirus you #BlackPlague",0
very odd. The mortality is only 2% and it is usually those with pre-existing other disease such as the elderly with cardio pulmonary disease and reduced physiological reserve that die. Odd that a fit healthy 34 yr old should succumb? https://t.co/qN8ldZ6ceq,0
Not surprising. And situation totally under control as whole group being monitored.#nCoV2019 https://t.co/mNVod0DXgp,0
IBM X-Force has identified a spam campaign targeting users in Japan employing the #coronavirus scare as a lure to encourage people to open malicious emails. A few tips to help security teams reduce the risk via botnet spam. https://t.co/03rWWVa2cx,0
"@monicadisaster2 French

https://t.co/050NChF8km",0
"@nytimes RIP. Thanks Doctor #LiWenliang for telling the truth at the beginning. Because of censorship in #CCP , when you tell the truth to help Chinese escaping from #coronavirus, #CCP and the people in Mainland China will only treat you as 'whistleblower' without any respect. https://t.co/9aVTycEgAk",1
"Credible scientist - not a random internet ""expert."" https://t.co/OmXa9xVTkI https://t.co/KsnyM3wgXT",0
Crazy! https://t.co/BlEmLtx5Vk,0
They allowed to read books like that? https://t.co/DiE2n8weiE,0
@VW @Ferrari @Lamborghini @BASF @Esso @Total @Bayer @pfizer @kfc @Wendys @WalmartInc @Decathlon @Shell @OmegaPharma_FR @fiat @SkodaAutoVAG please big company's have to put a funding together to fight this virus killing their manufacturers and consumers world wide. https://t.co/42sS0JwN9L,0
"@FinancialTimes @grawoig How to protect from Korona Virus
(NO HARM TRYING THIS):

Apply small quantity of a fine paste of Turmeric, peeled Indian Shallots in equal quantities with Cold Pressed Gingelli Oil into the Belly Button, every day night.

#coronavirusindia
#koronowirus
#koronavirus 
#coronavirus",0
"The Bill and Melinda Gates Foundation is pledging up to $100 million to help find a vaccine for the #coronavirus, limit its spread and improve the detection and treatment of patients. https://t.co/EOhfXG0AJL",0
A mini episode of the HouseCall Podcast - the #coronavirus facts you need in under 5 minutes! ⌚️ https://t.co/86p0ORYuch https://t.co/qI670MpyEE,0
